"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"4696","RT @bear_exile: @LLLuckyL $DIA is going to be a huge project, 
it's rated as one of the best ICO's in 2020

Oracle made specifically for #D…",FALSE,0,NA,2020-07-31 10:31:24,FALSE,NA,"1289146636787224577",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SpaceDlt",29,TRUE,FALSE,NA,NA
"4697","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:31:09,FALSE,NA,"1289146573667131393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NotValdici",348,TRUE,FALSE,NA,NA
"4698","[<U+20BF>] #Bitcoin Daily $BTC [<U+20BF>]

Kraken<U+276F>
A:$11,154 L:$10,980 H:$11,200
Bitstamp<U+276F>
A:$11,154 L:$10,832 H:$11,205
Bitfinex… https://t.co/TBnkTpsrY3",FALSE,0,NA,2020-07-31 10:30:05,TRUE,NA,"1289146307026788353",NA,"<a href=""https://tezos.com"" rel=""nofollow"">BakedNetwork</a>","bakednet",0,FALSE,FALSE,NA,NA
"4699","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:30:02,FALSE,NA,"1289146292795518976",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tarrin37925904",442,TRUE,FALSE,NA,NA
"4700","RT @Mimideda: @TheRickWilson Waited 11 minutes! The suspense is killing us! Release the kraken, Rick! <U+0001F419>",FALSE,0,NA,2020-07-31 10:27:43,FALSE,NA,"1289145713062969345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nsjww4",1,TRUE,FALSE,NA,NA
"4701","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:27:07,FALSE,NA,"1289145560407011328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jojosavgkicks",348,TRUE,FALSE,NA,NA
"4702","Diego Hargreeves as the Kraken, my favorite eversince the graphic novel came out https://t.co/w1qLvrttzn",FALSE,0,NA,2020-07-31 10:26:46,FALSE,NA,"1289145472041406465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aiansalaysay",0,FALSE,FALSE,NA,NA
"4703","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:26:09,FALSE,NA,"1289145318739595264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briantangerines",348,TRUE,FALSE,NA,NA
"4704","RT @bear_exile: @LLLuckyL $DIA is going to be a huge project, 
it's rated as one of the best ICO's in 2020

Oracle made specifically for #D…",FALSE,0,NA,2020-07-31 10:25:48,FALSE,NA,"1289145229015232512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TimeTeller8",29,TRUE,FALSE,NA,NA
"4705","RT @Mekkatech: #CryptidInJuly Day 31: THE KRAKEN <U+0001F991><U+26A1><U+FE0F> https://t.co/ZzFW8Q50U7",FALSE,0,NA,2020-07-31 10:25:43,FALSE,NA,"1289145209704644608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NotRobertShaw",16,TRUE,FALSE,NA,NA
"4706","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:24:31,FALSE,NA,"1289144908171927552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","b0urne__",442,TRUE,FALSE,NA,NA
"4707","Thank you so much for all the support on these #CryptidInJuly pieces!!! <U+0001F496> I felt that I had to end the month with s… https://t.co/8qaNVirtSJ",FALSE,4,"Mekkatech",2020-07-31 10:24:08,TRUE,"1289143914092310529","1289144809861521408","3029806450","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mekkatech",0,FALSE,FALSE,NA,NA
"4708","RT @QWQiao: Uniswap did $126M volume last 24 hours. This is 1/3 of Coinbase. 1/2 of Kraken. More than Gemini, Polo, and Binance US combined…",FALSE,0,NA,2020-07-31 10:23:42,FALSE,NA,"1289144700784513024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elmalandr0",221,TRUE,FALSE,NA,NA
"4709","RT @Mekkatech: #CryptidInJuly Day 31: THE KRAKEN <U+0001F991><U+26A1><U+FE0F> https://t.co/ZzFW8Q50U7",FALSE,0,NA,2020-07-31 10:23:25,FALSE,NA,"1289144627619037193",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","libellubela",16,TRUE,FALSE,NA,NA
"4710","RT @Mekkatech: #CryptidInJuly Day 31: THE KRAKEN <U+0001F991><U+26A1><U+FE0F> https://t.co/ZzFW8Q50U7",FALSE,0,NA,2020-07-31 10:21:14,FALSE,NA,"1289144079360512000",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dorito84_",16,TRUE,FALSE,NA,NA
"4711","#CryptidInJuly Day 31: THE KRAKEN <U+0001F991><U+26A1><U+FE0F> https://t.co/ZzFW8Q50U7",FALSE,80,NA,2020-07-31 10:20:34,FALSE,NA,"1289143914092310529",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Mekkatech",16,FALSE,FALSE,NA,NA
"4712","RT @RozzaCampos: YungBBQ is soooo jokes<U+0001F923><U+0001F923> the bald cap? <U+0001F480><U+0001F480><U+0001F480> https://t.co/aXXznYQDBz",FALSE,0,NA,2020-07-31 10:18:32,FALSE,NA,"1289143399522729984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thee_Kraken",12805,TRUE,FALSE,NA,NA
"4713","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:16:35,FALSE,NA,"1289142909237891072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DimitrisRzk",442,TRUE,FALSE,NA,NA
"4714","@of_kraken We always called it pasta or the name/nickname (rigatoni, bowties, corkscrew) 

But then I was Italian u… https://t.co/Oc4lYohq2e",FALSE,5,"of_kraken",2020-07-31 10:15:31,TRUE,"1289137092250017792","1289142643293933568","1089889325817442306","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NancyCWalker",0,FALSE,FALSE,NA,NA
"4715","RT @Deck13_de: Oh Daniel, amazing work! This concept would really be a nice addition to the setting of the Kraken DLC. We love it! <U+0001F9E1> https:…",FALSE,0,NA,2020-07-31 10:15:22,FALSE,NA,"1289142602743320576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JackBurda02",4,TRUE,FALSE,NA,NA
"4716","@CryptoDavid_ @____Vinci @IndomieArmin @Ledger @Ledger is still better than @Trezor in terms of flaws found in hard… https://t.co/onetaE8MWN",FALSE,1,"CryptoDavid_",2020-07-31 10:14:51,TRUE,"1289135567431782402","1289142475144167424","896001491558948864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FintechJero",0,FALSE,FALSE,NA,NA
"4717","A sorcerer is attacked by a kraken and avoids it by packing away the crossbow and escapes",FALSE,0,NA,2020-07-31 10:13:52,FALSE,NA,"1289142226342359040",NA,"<a href=""http://www.example.com"" rel=""nofollow"">inadarkdungeon</a>","inadarkdungeon",0,FALSE,FALSE,NA,NA
"4718","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:11:36,FALSE,NA,"1289141657569378304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8YEARSGDFAN",348,TRUE,FALSE,NA,NA
"4719","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:11:33,FALSE,NA,"1289141643883548672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Tfundoakames",442,TRUE,FALSE,NA,NA
"4720","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:09:27,FALSE,NA,"1289141116558860288",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter for Android Mobile App</a>","rodger___dodger",348,TRUE,FALSE,NA,NA
"4721","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:09:14,FALSE,NA,"1289141058857730049",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PixieMonkey88",442,TRUE,FALSE,NA,NA
"4722","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:08:42,FALSE,NA,"1289140925663387648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yzonassiduous",348,TRUE,FALSE,NA,NA
"4723","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:08:37,FALSE,NA,"1289140906893942784",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter for Android Mobile App</a>","tryingtocook2",348,TRUE,FALSE,NA,NA
"4724","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:07:47,FALSE,NA,"1289140697216557056",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter for Android Mobile App</a>","z_cornelius",348,TRUE,FALSE,NA,NA
"4725","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:06:57,FALSE,NA,"1289140487530721281",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter for Android Mobile App</a>","GooseM12",348,TRUE,FALSE,NA,NA
"4726","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:06:07,FALSE,NA,"1289140277786050561",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter Web App Desktop</a>","Lyra_Croft",348,TRUE,FALSE,NA,NA
"4727","RT @MOViN925: Learn the story behind the Seattle Kraken logo! #seattlekraken https://t.co/QBJIYFQip2",FALSE,0,NA,2020-07-31 10:05:40,FALSE,NA,"1289140164300689409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MOViN925",1,TRUE,FALSE,NA,NA
"4728","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:05:17,FALSE,NA,"1289140066296590336",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter Web App Desktop</a>","KdlcSneaks",348,TRUE,FALSE,NA,NA
"4729","@of_kraken Lasagne noodles...yup. 
Sounds right.

However, orzo. Nope, not a noodle",FALSE,1,"of_kraken",2020-07-31 10:05:02,FALSE,"1289137092250017792","1289140001452756999","1089889325817442306","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","__watchyoursix",0,FALSE,FALSE,NA,NA
"4730","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:04:27,FALSE,NA,"1289139858250891264",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter Web App Desktop</a>","coronel_jk",348,TRUE,FALSE,NA,NA
"4731","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:03:37,FALSE,NA,"1289139648724426752",NA,"<a href=""https://www.google.com"" rel=""nofollow"">Twitter Web App Desktop</a>","kkbc0001",348,TRUE,FALSE,NA,NA
"4732","@Thee_Kraken @AreRowBee Nah. Twitter doesn’t have it. I had to grab it from google lol",FALSE,1,"Thee_Kraken",2020-07-31 10:03:28,FALSE,"1289049454000168961","1289139608777895937","79715796","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrAdedaps",0,FALSE,FALSE,NA,NA
"4733","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:03:21,FALSE,NA,"1289139579304501249",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AydenWannaPV",348,TRUE,FALSE,NA,NA
"4734","@xkhurramx Hi Khawaja,

Thank you for reaching out.

We have no affiliation with insta merchant pay and any claim a… https://t.co/Y2ifQJpmD9",FALSE,1,"xkhurramx",2020-07-31 10:03:12,TRUE,"1289138650937270273","1289139540528177157","1491548730","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","krakensupport",0,FALSE,FALSE,NA,NA
"4735","RT @KrakenNotify: We are proud to announce that our custom autofill, KRAKEN AUTOFILL, is ready for our members to use.<U+0001F4AB>

Supporting ALL of…",FALSE,0,NA,2020-07-31 10:03:11,FALSE,NA,"1289139537025933312",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Vinshenso3",348,TRUE,FALSE,NA,NA
"4736","RT @isza_pizza: Adventure ahead! #hunterxhunter https://t.co/QBCqKw9sf6",FALSE,0,NA,2020-07-31 10:03:02,FALSE,NA,"1289139498669006849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kraken_jelly",336,TRUE,FALSE,NA,NA
"4737","RT @DylanNowak: I'm a day late for Wallpaper Wednesday but...I'll do TheThing for your phone Thursday

#Kraken

@Juke_  @trenches_ https://…",FALSE,0,NA,2020-07-31 10:02:24,FALSE,NA,"1289139338547257345",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kraken_France",3,TRUE,FALSE,NA,NA
"4738","@krakensupport my question is if Kraken exchange partner with Insta merchant pay https://t.co/gAHZmG6j7s they are s… https://t.co/IecX7dBuKs",FALSE,0,"krakensupport",2020-07-31 10:01:26,TRUE,NA,"1289139096338812928","2771348308","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xkhurramx",0,FALSE,FALSE,NA,NA
"4739","RT @GoldenAvyeus: BBGS free pets Giveaway! I'll be picking 3 winners 1st prize will be given Kraken Couplet

(Follow this steps)
1. Follow…",FALSE,0,NA,2020-07-31 10:00:45,FALSE,NA,"1289138924493791232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rvqz4",14,TRUE,FALSE,NA,NA
"4740","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 10:00:01,FALSE,NA,"1289138740120690688",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Ldz_13",442,TRUE,FALSE,NA,NA
"4741","RT @twentyonepairs: i'm playing tales from the borderlands again and i love these fucking idiots 

#handsomejack #rhys https://t.co/LdDilVs…",FALSE,0,NA,2020-07-31 09:59:34,FALSE,NA,"1289138627352637440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kraken_jelly",102,TRUE,FALSE,NA,NA
"4742","RT @GoldenAvyeus: BBGS free pets Giveaway! I'll be picking 3 winners 1st prize will be given Kraken Couplet

(Follow this steps)
1. Follow…",FALSE,0,NA,2020-07-31 09:59:11,FALSE,NA,"1289138529281269762",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oddlanexy",14,TRUE,FALSE,NA,NA
"4743","RT @QWQiao: Uniswap did $126M volume last 24 hours. This is 1/3 of Coinbase. 1/2 of Kraken. More than Gemini, Polo, and Binance US combined…",FALSE,0,NA,2020-07-31 09:58:05,FALSE,NA,"1289138254126751744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tekkaadan",221,TRUE,FALSE,NA,NA
"4744","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 09:56:20,FALSE,NA,"1289137814903246849",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hatsama55",442,TRUE,FALSE,NA,NA
"4745","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 09:56:16,FALSE,NA,"1289137796343648256",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JuliMorales42",442,TRUE,FALSE,NA,NA
"4746","RT @bear_exile: @LLLuckyL $DIA is going to be a huge project, 
it's rated as one of the best ICO's in 2020

Oracle made specifically for #D…",FALSE,0,NA,2020-07-31 09:54:13,FALSE,NA,"1289137282616877058",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","L59VegeFjsgkr2u",29,TRUE,FALSE,NA,NA
"4747","Do americans just call ALL pasta ""noodles"" or have I just watched a lasagne being made by a lunatic?",FALSE,334,NA,2020-07-31 09:53:28,FALSE,NA,"1289137092250017792",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","of_kraken",9,FALSE,FALSE,NA,NA
"4748","@kraken_under @MrBOTUS_520 There's no delay. When Q drops it posts instantly.

The drops being referenced are exact… https://t.co/9pZ6uxf3Nw",FALSE,2,"kraken_under",2020-07-31 09:52:59,TRUE,"1289050265484775424","1289136968731942912","1058910338589044736","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SeesInPixels",0,FALSE,FALSE,NA,NA
"4749","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 09:52:15,FALSE,NA,"1289136785403064321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreslopez0110",442,TRUE,FALSE,NA,NA
"4750","RT @NZXT: Today we celebrated 1 year of the NZXT <U+0001F49C> CLUB CAST with special guest @randomfrankp!

In case you missed our live broadcast and g…",FALSE,0,NA,2020-07-31 09:51:25,FALSE,NA,"1289136575406907392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_GiL__22",442,TRUE,FALSE,NA,NA
